,alt_names,birth_date,key,name,top_subjects,top_work,type1,work_count,ratings_average,ratings_sortable,ratings_count,ratings_count1,ratings_count2,ratings_count3,ratings_count4,ratings_count5,want_to_read_count,already_read_count,currently_reading_count,readinglog_count,version
1060,,,OL14640895A,Stephen King- Hall,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811691502662844418
1061,,,OL10319729A,Stephen Stephen King-Hall,,Diary of a U-Boat Commander,author,2,,,,,,,,,,,,,1795938171500888070
1062,,,OL9909717A,Scott Snyder Stephen King,,Amerikan Vampiri - Cilt 1,author,2,,,,,,,,,,,,,1796108795641856002
1063,,,OL13677830A,Ulysses  Stephen King Jr.,,,author,0,,,,,,,,,,,,,1799153546378084352
1064,,,OL14375578A,Sir Stephen King-Hall,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1810794170994917376
1065,Stefan Lazarević Prince of Serbia/Stephen King of Serbia/Stefan Lazarević Despot of Serbia,ca. 1373,OL1576676A,Stefan Lazarević Prince of Serbia,Serbia/History/To 1456/Stephen King of Serbia (ca. 1370-1427)/Stefan Lazarević Prince of Serbia (ca. 1373-1427)/Sources/Mining law/Mines and mineral resources/Kings and rulers/Biography,Zakon o rudnicima despota Stefana Lazarevića,author,8,,,,,,,,,,,,,1795993265017716736
1066,,,OL11474524A,Commander Sir Stephen King-Hall,,Defence in the Nuclear Age,author,2,,,,,,,,,,,,,1795956834726576132
1067,,,OL12234420A,Stephen King-Hall Ian Hay,,The Middle Watch; A Romance of the Navy,author,2,,,,,,,,,,,,,1795967942398050304
1068,,,OL14520886A,the outsiders by stephen king,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811239420290924546
1069,,,OL11414296A,R. K.; Stephen King-Hall Ullmann,,GERMAN PARLIAMENTS. A Study of the Development of Representative Institutions in Germany.,author,2,,,,,,,,,,,,,1795955445732474892
1070,,,OL2846578A,Stephen B. King,Training of/Employees/Évaluation/Training/Rendement au travail/Personnel/Performance standards/Organizational Behavior/Normes/Management Science,Human Performance Improvement,author,25,,,,,,,,,,,,,1796008900893343750
1071,,,OL3118826A,Stephen M. King,Ultrastructure/Cytology/Cilia and ciliary motion/Cilia/Cell Movement/Trilharen/Science/SCIENCE/Public administration/Proteins,Dyneins,author,35,,,,,,,,,,,,,1796014844172828683
1072,,,OL232235A,Stephen Michael King,"Children's fiction/Child and youth fiction/Juvenile fiction/Fiction/Dogs, fiction/Picture books for children/Dogs/Fathers and sons/Swine/Self-confidence, fiction",The pocket dogs,author,155,,,,,,,,,,,,,1796003121733828608
1073,,,OL3383126A,Stephen R. King,"Unassigned Title/Problems, exercises/Macroeconomics",Hall and Taylor's Macroeconomics,author,19,,,,,,,,,,,,,1796016213966454799
1074,,,OL2722188A,Stephen Graham King,Patients/Cancer/Biography,Chasing Cold,author,16,,,,,,,,,,,,,1796007329594867719
1075,,,OL3249813A,Stephen J. King,"Islam and politics/Democracy/Authoritarianism/Africa, north, politics and government/Wirtschaftsreform/Structural adjustment (economic policy)/Structural adjustment (Economic policy)/Politics and government/Political science/Political culture",Lure of Authoritarianism,author,16,,,,,,,,,,,,,1796014289030479885
1076,,,OL8376154A,Sir William Stephen Richard King-Hall,,Diary of a U-Boat Commander Illustrated,author,17,,,,,,,,,,,,,1796088517036605444
1077,,,OL3084360A,Stephen A. King,"Reggae music/Rastafari movement/Musical criticism/Music, social aspects/Music, jamaican/Music, history and criticism/Blues (music)",Terror and Truth,author,12,,,,,,,,,,,,,1796011296710197255
1078,"Hastings-King, Stephen William/Hastings-King, Stephen (Stephen William)/Hastings-King, Stephen",,OL8073326A,Stephen Hastings-King,Social conditions/Régie nationale des usines Renault/Politics and government/Philosophy/Nature/Industrial sociology/History and criticism/History/Gardening/Employees,Looking for the Proletariat,author,6,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807044104064860160
1079,,,OL2966645A,Stephen P. King,TECHNOLOGY & ENGINEERING/Systems engineering/Structural health monitoring/Reference/Engineering (General),PTSD : Cleaning and Clearing Shock & Trauma,author,8,,,,,,,,,,,,,1796012206769307653
1080,,1963,OL6774970A,Stephen D. King,"Economic policy/Western countries/Economic conditions/Developing countries/21st century/United states, economic conditions/Stabilité économique/Social policy/Politique économique/Political science",Economic Rationalism: Dead End or Way Forward?,author,8,,,,,,,,,,,,,1796064716991234049
1081,,,OL1958536A,Stephen W. King,Vplivi/Social interaction/Social influence/Social aspects of Communication/Social aspects/Power (Social sciences)/Komuniciranje/Influence (Psychology)/Družbe/Communication,Communication and social influence,author,6,,,,,,,,,,,,,1795998333617045512
1082,,,OL9242859A,Stephen B King,,"Glimpse, The Tender Killer",author,6,,,,,,,,,,,,,1796101056006979586
1083,,,OL9331765A,Stephen H King,,Trial of Ice (Elf Queen of Kiirajanna),author,6,,,,,,,,,,,,,1796100706324709376
1084,,,OL3126443A,Stephen H. King,Fiction/Biographical fiction/Air pilots,Trial of Fire,author,6,,,,,,,,,,,,,1796014416785833993
1085,,,OL1497092A,Stephen Lynn King,"History/Soldiers/Kentucky/Genealogy/Confederate States of America/Civil War, 1861-1865/Warren County (Ky.)/Warren County/United States Civil War, 1861-1865/United States","Rich Pond Methodist Episcopal Church, South",author,6,,,,,,,,,,,,,1795991982358659077
1086,,,OL4299205A,Stephen G. King,Training/Physiological aspects of Jumping/Physiological aspects/Mechanical properties/Jumping/Human mechanics/Dogs/Clicker training (Animal training)/Arm,The contribution of arm swing to vertical jumping height,author,5,,,,,,,,,,,,,1796028593556422658
1087,,,OL9900114A,Stephen D. King,,We Need to Talk about Inflation,author,5,,,,,,,,,,,,,1796108575299338242
1088,,975?,OL8966982A,Stephen I King of Hungary,Stephen I King of Hungary (975?-1038)/Sources/Hungary/Law/History/Emeric Saint (1007-1031)/11th century,Esortazioni al figlio ; Leggi e decreti,author,6,,,,,,,,,,,,,1796095260137357318
1089,,,OL9474464A,Stephen W King,,Communication and social influence (Addison-Wesley series in human communication),author,4,,,,,,,,,,,,,1796102428760735756
1090,,1964,OL7010917A,Stephen A. King,"Social aspects/History and criticism/History/Reggae music/Rastafari movement/Music, social aspects/Music, jamaican/Music, history and criticism/Music, american/Music and tourism","Reggae, Rastafari, and the rhetoric of social control",author,4,,,,,,,,,,,,,1796070664245870593
1091,,,OL3435532A,Stephen S. King,,From Cotton Fields to Coal Fields,author,4,,,,,,,,,,,,,1796017386621501454
1092,,,OL10589878A,Stephen E. King,,Dark Passenger,author,3,,,,,,,,,,,,,1795943589673435138
1093,,,OL8026120A,Stephen L. King,Locomotives/Headlights,Locomotive gyrating warning lights,author,3,,,,,,,,,,,,,1796083624966094857
1094,,,OL5223944A,Stephen Peter King,,Vibration analysis of gas turbines by intelligent knowledge base systems,author,2,,,,,,,,,,,,,1796042372455333893
1095,,1961,OL6626442A,Stephen J. King,"Social conditions/Politics and government/Political science/Political culture/Middle east, social conditions/Middle east, politics and government/Democratization/Authoritarianism/Africa, north, social conditions/Africa, north, politics and government",The new authoritarianism in the Middle East and North Africa,author,2,,,,,,,,,,,,,1796062118343081987
1096,,,OL3730478A,Stephen L King,Locomotives/Headlights,Locomotive gyrating warning lights,author,2,,,,,,,,,,,,,1796020483611688977
1097,,,OL12772755A,"KING,STEPHEN MICHAEL",,"La Tour Sombre, Tome 1 : Le Pistolero",author,2,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807265016791957504
1098,,,OL12248990A,"King, Francis X. & Skinner, Stephen",,NOSTRADAMUS,author,3,,,,,,,,,,,,,1799152331641585666
1099,Stephen Mickael King,,OL3135569A,King Stephen Mickael,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1807834544086188034
1100,,,OL6463366A,Stephen D. W. King,Study and teaching/Pastoral psychology/History/Clinical pastoral education (Movement)/Association for Clinical Pastoral Education,Trust the process,author,2,,,,,,,,,,,,,1796060551155023874
1101,,,OL6575816A,Stephen M. King PhD,Public interest/Public administration,"Administration in the public interest: principles, policies and practices",author,2,,,,,,,,,,,,,1796061226716889093
1102,,,OL9341801A,Mr Stephen B King,,The Vigilante Taxi,author,2,,,,,,,,,,,,,1796102535033913347
1103,,,OL2711485A,Stephen Skinner Francis King,Magic,Techniques of High Magic,author,2,,,,,,,,,,,,,1799151991003283456
1104,,,OL3087845A,STEPHEN SKINNER FRANCIS KING,,TECHNIQUES OF HIGH MAGIC,author,2,,,,,,,,,,,,,1799152064979271681
1105,,,OL12774744A,Stephen Michael King Victor Kelleher,,Goblin in the City,author,2,,,,,,,,,,,,,1795977082758496271
1106,,,OL5515371A,king of Serbia Stephen II,"Saint, monk Simeon (1114-1200)",Žitije i žizan Svetog Simeona,author,2,,,,,,,,,,,,,1796045741423067137
1107,,,OL3473900A,Stephen Rhys And King Palmer,,The A B C Of Church Music,author,2,,,,,,,,,,,,,1796019461455609858
1108,,,OL12258152A,"King, Francis X., Skinner, Stephen",,Nostradamus,author,2,,,,,,,,,,,,,1799152505449349120
1109,,,OL13557148A,King Of Hungary. ) Stephen I (St,,"Vita Sanctorum Stephani Regis et Emerici Ducis, Recens. , Disquisitionesque Criticas Adiecit M. Florianus (hist. Hung. Fontes Domestici : . ), Part 1",author,2,,,,,,,,,,,,,1795988033255768072
1110,,,OL12256153A,"King-Hall, Stephen, and Ullmann, Richard K.",,German Parliaments a Study of the Development of Representative Institutions in Germany,author,2,,,,,,,,,,,,,1795968729962512393
1111,,,OL13858659A,Stephen 1893 King-Hall,,,author,0,,,,,,,,,,,,,1804515168569262080
1112,,,OL14617196A,Francis King Francis King and Stephen Skinner,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811596109202587648
1113,,,OL12261821A,"Quigley, Stephen P., McAnally, Patricia L., Rose, Susan, King, Cynthia M.",,Reading Milestones Level 3 Yellow Book 4,author,2,,,,,,,,,,,,,1795970224153952257
1114,,,OL14557948A,King-Hall William Stephen Richard,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811373725980819458
1115,,,OL14630420A,William Stephen Richard King-Hall,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811649128161083392
1116,,,OL14505825A,Sir William Stephen Richard King- Hall,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811185126422347776
1117,,,OL12211912A,"Teri Belf & Joan King, Stephen Covey, Bonita Brown, Camille Primm, Robert Fioretti, Karyn Nishimura Sneath, Kenneth Blanchard, Tim Mann, James Carter,",,Discover Your Inner Strength,author,2,,,,,,,,,,,,,1795969192334196749
1118,,,OL3673578A,"Stephen (George H. Scithers, editor) (Chet Williamson; R. Bretnor; Fred Chappell; Patricia Anthony; Ian Watson; Kij Johnson; Ian MacLeod; Peg Kerr; Mark Noe; Darrell Schweitzer; Jason van Hollander) King",,,author,0,,,,,,,,,,,,,1796020153317589002
1119,"Charles P. Baudelaire/Charles Pierre Baudelaire/Charles-Pierre Baudelaire/Charles BAUDELAIRE/Baudelaire Charles/Baudelaire/Charles/Baudelaire, Charles, 1821-1867/CHARLES BAUDELAIRE/Baudelaire/Char Baudelaire/Baudelaire, Charles,1821-1867/Baudelaire                   C/BAUDELAIRE/BAUDELAIRE-C/charles baudelaire/C. Baudelaire/charles-baudelaire/BAUDELAIRE CHARLES/Charles.- BAUDELAIRE/BAUDELAIRE Charles/Baudelaire Ceus/C Baudelaire/Charles, Baudelaire,/Charles ""Baudelaire ""/Baudelarie/BAUDELAIRE,CHARLES/Charles 1821-1867 Baudelaire/Charles Baudelaire (Francia)/Charles Charles Baudelaire/BAUDELAIRE Charles./Baudelaire-C",9 April 1821,OL117429A,Charles Baudelaire,Charles Baudelaire (1821-1867)/Translations into English/19th century/Art/Poetry (poetic works by one author)/Art criticism/France/Correspondence/Poetry/History,Les fleurs du mal,author,2313,,,,,,,,,,,,,1795960133627412487
1120,,,OL10751287A,Charles Baudelaire,"Poetry (poetic works by one author)/Pets/Literature, collections",Fleurs du Mal,author,635,,,,,,,,,,,,,1795945258703388672
1121,,,OL13961625A,Charles. Baudelaire,,,author,0,,,,,,,,,,,,,1805606376451342337
1122,,,OL14542838A,Charles Charles Baudelaire,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811317114785497088
1123,,,OL14512635A,Charles Baudelaire Charles Baudelaire and Félix-François Gautier,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811208147544571905
1124,,,OL9877179A,Tozan Alkan Charles Baudelaire,,Fanfarlo,author,2,,,,,,,,,,,,,1796108158767202309
1125,,,OL9938323A,Erdogan Alkan Charles Baudelaire,,Kotuluk Cicekleri,author,2,,,,,,,,,,,,,1796109060763811851
1126,,,OL12210820A,Charles Baudelaire Edgar Allan Poe,,"Les meilleures histoires extraordinaires, grotesques et sérieuses (Évasion)",author,2,,,,,,,,,,,,,1795968933458608129
1127,,,OL12805038A,"Robert Poe, Edgar Allan Poe, Charles Baudelaire",,Retour à la maison Usher,author,2,,,,,,,,,,,,,1795979847820902402
1128,,,OL12284508A,Edgar Allan Poe traduction de Charles Baudelaire,,LA LETTRE VOLEE,author,2,,,,,,,,,,,,,1795969035024728078
1129,,,OL13644547A,Charles 1821-1867 Baudelaire,,Théophile Gautier,author,4,,,,,,,,,,,,,1795990781802053637
1130,,,OL14506212A,Baudelaire Charles,,,author,0,0.0,2.047372,0,0,0,0,0,0,0,0,0,0,1811186352411115520
1131,,,OL11442251A,"Baudelaire, Charles) Turnell, Martin",,Baudelaire. A Study of His Poetry,author,2,,,,,,,,,,,,,1795955519591022599
1132,,,OL11427843A,"George, Stefan, Baudelaire, Charles",,Baudelaire. Die Blumen des Bösen,author,2,,,,,,,,,,,,,1795956749389266957
1133,,,OL11488858A,"Baudelaire, Charles Mayne, Jonathan,",,"Art in Paris, 1845-1862",author,2,,,,,,,,,,,,,1795957922811871240
1134,,,OL11448701A,"Baudelaire, Charles; Quennell, Peter ed.",,"The Essence of Laughter & Other Essays, Journels & Letters",author,2,,,,,,,,,,,,,1795957319633207300
1135,,,OL10827467A,"Baudelaire, Charles, Jonathan Mayne Ed.",,Art in Paris 1845-1862 - Salons and Other Exhibitions,author,2,,,,,,,,,,,,,1795948547257925642
1136,,,OL10943380A,Charles Pierre Baudelaire,,,author,0,,,,,,,,,,,,,1795948074611245057
1137,,,OL10827327A,"Baudelaire, Charles) Mayne, Jonathan trans/ed",,BAUDELAIRE - the Painter of Modern Life and Other Essays,author,2,,,,,,,,,,,,,1795948547241148432
1138,,,OL12803117A,Charles. (tr. Norman R. Shapiro) BAUDELAIRE,,"Selected Poems from ""Les Fleurs Du Mal""",author,2,,,,,,,,,,,,,1795979371942510599
1139,,,OL12299376A,"Baudelaire, Charles (1821-1867). Cain, Julien (1887-1974) [ed]",,Curiosités esthétiques et autres écrits sur l'art / [par] Charles Baudelaire. Présentation par Julien Cain,author,3,,,,,,,,,,,,,1795970205576331272
1140,,,OL12986400A,"Baudelaire, Charles (1821-1867). Lemaître, Henri (1894-)",,"Petits poèmes en prose (Le spleen de Paris)/Charles Baudelaire ; [introduction, notes, bibliographie, et choix de variantes par Henri Lemaitre]",author,2,,,,,,,,,,,,,1795981653368111114
1141,,,OL12495966A,Charles ; Marthiel and Jackson Mathews (editors) Baudelaire,,The Flowers Of Evil.,author,2,,,,,,,,,,,,,1795973588384219143
1142,,,OL11414479A,"Baudelaire, Charles ; Dillon, George ; Millay, Edna St. Vincent",,Les Fleurs Du Mal - Flowers of Evil,author,2,,,,,,,,,,,,,1795955445751349258
1143,,,OL12257810A,"Baudelaire, Charles (1821-1867). Ruff, Marcel A. (1896-1993)",,Petits poemes en prose,author,2,,,,,,,,,,,,,1795969245138386950
1144,,,OL13249446A,"Baudelaire, Charles;  Lois & Francis Hyslop, Jr. (translators and editors) on Edgar Allan Poe",,Baudelaire on Poe,author,2,,,,,,,,,,,,,1795983742409375746
1145,,,OL12257672A,"Fowlie, Wallace ( Editor ) ; Voltaire - Balzac, Honore De  - Flaubert, Gustave - Baudelaire, Charles - De Maupassant, Guy - Claudel, Paul  - Gide, And",,French Stories ; Contes Francais - a Bantam Dual Language Book - Micromegas - Atheist's Mass - spleen of Paris - Minuet - Death of Judas - Return of the Prodigal Son - Grand Lebrun - Guest,author,2,,,,,,,,,,,,,1795969245125804043
1146,,"July 3, 1886",OL118289A,Francis Carco,Authors/France/Correspondence/Social life and customs/Paul Verlaine (1844-1896)/Paris (France)/Fiction/Biography/20th century/Francis Carco (1886-1958),Jésus-la-Caille,author,352,,,,,,,,,,,,,1795963557170380812
1147,,,OL4329340A,Francis Carco,,"Veillées du Lapin Agile; PréF. de Francis Carco; Textes de G. Apollinaire, [et Al. ]",author,19,,,,,,,,,,,,,1796028182557622285
1148,,,OL11552642A,Francis CARCO,,L'homme traqué.,author,7,,,,,,,,,,,,,1795957782594191361
1149,,,OL11437904A,FRANCIS CARCO,,Paul bourget,author,2,,,,,,,,,,,,,1795956800863862786
1150,,,OL4329345A,Francis Carco,,,author,0,,,,,,,,,,,,,1796028182558670850
1151,,,OL4329349A,Francis Carco,,,author,0,,,,,,,,,,,,,1796028182558670854
1152,,,OL4329352A,Francis Carco,,,author,0,,,,,,,,,,,,,1796028182558670856
1153,,,OL4329356A,Francis Carco,,,author,0,,,,,,,,,,,,,1796028182558670860
1154,,,OL12303368A,Carco Francis,,L'Equipe,author,4,,,,,,,,,,,,,1795971193204899843
1155,,,OL12786594A,"CARCO,FRANCIS",,La belle epoque au temps de bruant,author,2,,,,,,,,,,,,,1795977803157471239
1156,,,OL12508497A,CARCO Francis -,,Le roman de François Villon.,author,2,,,,,,,,,,,,,1795974609009377281
1157,"Robinson, Henry Crabb, 1775-1867",1775,OL17001A,Henry Crabb Robinson,"Authors/Intellectual life/Correspondence/Great Britain/Biography/Henry Crabb Robinson (1775-1867)/English Authors/19th century/Correspondence, reminiscences/William Blake (1757-1827)","Diary, reminiscences, and correspondence of Henry Crabb Robinson ..",author,94,,,,,,,,,,,,,1795996133391073285
1158,,,OL7549481A,Henry Crabb Robinson,"Romanticism in art/Robinson, henry crabb, 1775-1867/Painters/Criticism and interpretation/Biography/Authors, english/Authors, biography/Art, european","Diary, Reminiscences and Correspondence",author,40,,,,,,,,,,,,,1796077996516311041
1159,,,OL12504659A,Henry Crabb Robinson,,"Henry Crabb Robinson on Books and Their Writers (Volumes 1, 2, and 3)",author,2,,,,,,,,,,,,,1804152278109650944
1160,,,OL12779421A,"Robinson, Henry Crabb",,"HENRY CRABB ROBINSON ON BOOKS AND THEIR WRITERS, EDITED BY EDITH J. MORLEY . (Volume One Only) (An Unread Copy Without the Dustjacket)",author,2,,,,,,,,,,,,,1804152322130968576
